Date,Description,Amount,txn_id,remarks,ref_no,Narration
03-12-2023,Vendor payment,24063.42,TXN40846,ok,390783,
19-03-2023,,82563.09,TXN99854,ok,510978,freelance income
27-12-2023,Vehicle purchase,9596.2,TXN44766,ok,152691,
08-02-2023,Vehiclepurchase,83438.29,TXN42765,ok,446982,
01-09-2023,netflix subscription,9590.2,TXN20681,,758470,
27-03-2023,Salary credited,60152.41,TXN11046,ok,100797,
11-02-2023,netflixsubscription,64514.63,TXN23308,ok,333448,
10-08-2023,Internet bill,23426.52,TXN64594,,781183,
16-08-2023,Salary credited,90668.02,TXN29389,ok,641305,
31-05-2023,Bonusreceived,9392.84,TXN21706,,208983,
12-03-2023,Vendor payment,92358.88,TXN33919,,447459,
13-10-2023,,53575.6,TXN82283,,440069,Freelance income
20-07-2023,,32988.8,TXN26994,,358716,Freelance income
08-01-2023,,19337.56,TXN16244,ok,541073,insurance premium
26-01-2023,,4071.9,TXN36671,,177218,Client payment received
05-02-2023,,43299.74,TXN26175,ok,531881,Electricity bill
27-12-2023,Uberride,88787.64,TXN51669,,760741,
04-06-2023,Insurancepremium,93894.51,TXN86200,ok,362174,
15-12-2023,Bonus received,46078.1,TXN26786,,790779,
22-03-2023,salary credited,91520.53,TXN53018,ok,455147,
01-09-2023,laptop purchase,62791.02,TXN36264,ok,764357,
01-08-2023,,20347.25,TXN58147,ok,868106,Netflix subscription
06-01-2023,Gym membership,51565.06,TXN78148,,618231,
17-01-2023,,4779.45,TXN45479,ok,934034,Internetbill
15-08-2023,,24604.02,TXN56287,ok,246734,Insurance premium
03-06-2023,bonus received,15567.72,TXN39101,ok,163882,
22-05-2023,loanemi,,TXN90339,ok,621517,
08-09-2023,,66512.67,TXN98042,ok,679738,Amazon order
06-10-2023,Consulting income,79517.26,TXN75661,ok,572455,
30-04-2023,internet bill,11602.53,TXN99108,ok,776008,
16-10-2023,Salary credited,34640.57,TXN87237,,511169,
25-01-2023,,34397.84,TXN79961,ok,465928,Rent payment
01-04-2023,,84739.62,TXN49669,ok,860504,Vehicle purchase
01-09-2023,Rent payment,16963.95,TXN56870,ok,853021,
26-03-2023,Laptop purchase,52507.29,TXN55268,ok,763639,
19-12-2023,loan emi,50627.71,TXN91318,ok,965017,
19-05-2023,Mobile recharge,7222.74,TXN15433,ok,650340,
01-04-2023,Office supplies,49837.16,TXN44834,ok,143567,
31-05-2023,Consultingincome,,TXN84242,ok,465158,
17-06-2023,Rent payment,21614.69,TXN19592,,797026,
04-06-2023,vendor payment,94486.17,TXN86282,ok,595654,
09-04-2023,,90323.72,TXN27720,ok,859189,Gym membership
06-03-2023,Amazon order,64762.14,TXN92138,ok,309828,
27-03-2023,Gym membership,73865.91,TXN38228,,832852,
11-10-2023,Salary credited,60377.97,TXN95929,,154219,
29-05-2023,uber ride,22409.27,TXN66036,ok,522660,
25-09-2023,,10754.06,TXN52288,ok,578388,Insurance premium
20-05-2023,,60843.24,TXN40323,,934966,vehicle purchase
19-12-2023,Vehicle purchase,61718.91,TXN95101,,907248,
29-01-2023,Consulting income,22803.99,TXN25540,ok,801158,
07-06-2023,,82244.19,TXN16129,ok,748213,Vehicle purchase
13-09-2023,gym membership,60346.37,TXN66243,ok,706133,
22-07-2023,Gym membership,62782.45,TXN61291,ok,272510,
29-01-2023,mobile recharge,97931.2,TXN89713,,505435,
31-08-2023,LoanEMI,31260.89,TXN87836,ok,999547,
07-01-2023,Amazon order,54364.48,TXN46376,,400300,
06-05-2023,Mobile recharge,6853.65,TXN30863,,363018,
13-09-2023,,61107.32,TXN87171,,352249,Rent payment
22-03-2023,Insurance premium,49428.89,TXN39387,ok,190854,
20-09-2023,Consulting income,58225.93,TXN95667,ok,996092,
25-01-2023,,82294.37,TXN49299,,646339,Uber ride
09-12-2023,,49398.58,TXN12597,,218959,Electricity bill
25-06-2023,,85154.26,TXN93053,ok,983211,Office supplies
20-06-2023,Consulting income,21881.99,TXN46062,ok,673536,
10-05-2023,,47407.23,TXN10002,,225944,Internet bill
04-02-2023,Insurancepremium,47948.74,TXN14991,ok,457123,
19-07-2023,Vehicle purchase,88739.95,TXN16922,,495865,
03-07-2023,Mobile recharge,23928.27,TXN20111,ok,288410,
21-10-2023,Loan EMI,93003.02,TXN62647,ok,465563,
14-02-2023,vendor payment,18104.04,TXN19048,ok,208040,
21-02-2023,Laptop purchase,67638.5,TXN36192,,230025,
19-05-2023,,,TXN76058,,286780,Mobile recharge
07-12-2023,,21573.83,TXN70500,ok,331311,netflix subscription
26-09-2023,Freelanceincome,35918.27,TXN88634,ok,651533,
10-06-2023,Vendor payment,8253.79,TXN47793,ok,748606,
17-06-2023,Freelance income,22581.05,TXN17554,,648800,
31-03-2023,Gym membership,67279.21,TXN57860,ok,871504,
24-01-2023,Bonus received,30535.76,TXN38827,ok,891443,
16-12-2023,,84646.51,TXN15180,ok,777104,Salarycredited
26-05-2023,,36687.66,TXN63580,ok,134144,Electricity bill
01-01-2024,Netflix subscription,65724.77,TXN27730,ok,686462,
01-05-2023,Gym membership,70594.75,TXN91091,,480808,
28-04-2023,Bonus received,60358.46,TXN51088,ok,247517,
27-02-2023,Rent payment,85922.85,TXN49369,ok,754773,
07-12-2023,,58686.62,TXN76936,ok,602009,Gym membership
07-12-2023,Vendor payment,17927.39,TXN66496,ok,392979,
10-04-2023,Vendor payment,68647.86,TXN87940,ok,230027,
20-04-2023,Clientpaymentreceived,67916.34,TXN15284,,128468,
10-08-2023,uber ride,6456.28,TXN86676,ok,747800,
30-08-2023,Bonusreceived,688.14,TXN42258,ok,883777,
03-04-2023,Amazon order,91183.77,TXN80587,ok,298454,
10-06-2023,Internet bill,2703.04,TXN73401,,995926,
26-06-2023,Vehiclepurchase,39215.69,TXN86284,,277157,
08-03-2023,Electricity bill,52103.38,TXN96985,ok,400378,
19-11-2023,consulting income,29258.0,TXN77095,ok,446689,
09-03-2023,,50428.14,TXN11954,ok,244126,Rent payment
21-12-2023,uber ride,39161.91,TXN36525,ok,471415,
21-03-2023,,92907.99,TXN74908,ok,331331,Insurance premium
04-06-2023,,98902.83,TXN50504,ok,862606,mobile recharge
15-08-2023,Bonus received,94963.62,TXN73366,ok,496643,
13-07-2023,client payment received,71816.7,TXN71202,ok,730652,
22-02-2023,Mobile recharge,45039.15,TXN11260,,476485,
26-12-2023,,1768.79,TXN47613,ok,455957,Clientpaymentreceived
24-01-2023,Client payment received,81955.31,TXN91917,,765895,
08-03-2023,Insurance premium,89181.31,TXN42383,ok,892594,
07-04-2023,Vehicle purchase,90282.85,TXN23484,,454658,
13-06-2023,client payment received,24129.66,TXN93666,ok,936423,
06-03-2023,electricitybill,84250.81,TXN98942,ok,883345,
06-01-2023,vehicle purchase,13991.21,TXN51550,ok,535572,
19-02-2023,Electricity bill,,TXN25107,ok,478271,
26-05-2023,Internet bill,85727.24,TXN75470,,199971,
11-12-2023,,9724.68,TXN67986,ok,250142,Office supplies
12-09-2023,Rent payment,6198.35,TXN12415,,596152,
29-04-2023,,81382.19,TXN26820,ok,160102,Uber ride
28-06-2023,Amazon order,49214.86,TXN70650,,184999,
17-11-2023,vehicle purchase,,TXN76672,,639824,
29-09-2023,Electricity bill,2361.99,TXN96692,ok,739350,
23-08-2023,Salary credited,4157.89,TXN38555,ok,638618,
19-09-2023,,54497.73,TXN69150,ok,783200,Bonus received
11-10-2023,Client payment received,49073.24,TXN77800,,949600,
31-07-2023,,34559.84,TXN78508,ok,868712,Consultingincome
31-08-2023,Freelance income,18672.38,TXN99250,ok,355465,
17-02-2023,,14078.57,TXN53794,ok,582116,Vehicle purchase
02-05-2023,Freelance income,13239.06,TXN48397,ok,540378,
21-07-2023,loan emi,53929.12,TXN70570,,559045,
13-04-2023,,15698.73,TXN62915,ok,360630,Electricity bill
24-02-2023,Netflix subscription,77667.05,TXN73574,ok,274486,
05-02-2023,Office supplies,47121.77,TXN17297,,427156,
17-07-2023,,65986.14,TXN88514,ok,695139,Office supplies
09-08-2023,Bonus received,64869.73,TXN31846,ok,498771,
25-02-2023,mobile recharge,5662.06,TXN85662,ok,930611,
01-01-2023,Vendor payment,80862.53,TXN91100,ok,268012,
08-11-2023,Bonus received,,TXN18769,ok,370632,
24-06-2023,Rent payment,85287.13,TXN16513,ok,392325,
10-04-2023,Vendor payment,25036.15,TXN81695,ok,808056,
29-03-2023,,44141.57,TXN73470,,601478,client payment received
01-12-2023,Netflix subscription,25713.23,TXN67818,ok,911750,
24-02-2023,Consulting income,,TXN65708,,592891,
16-02-2023,,22226.18,TXN67937,ok,349858,Loan EMI
30-08-2023,laptop purchase,66317.5,TXN21334,ok,197005,
14-03-2023,Amazon order,78952.81,TXN75337,,766875,
19-04-2023,Bonus received,77360.75,TXN25163,,740030,
18-08-2023,Mobile recharge,63507.82,TXN38539,,883294,
16-02-2023,Amazon order,17212.3,TXN99694,,467816,
14-01-2023,,34364.94,TXN58308,ok,477365,Loan EMI
09-03-2023,,73866.25,TXN30204,,704870,Gym membership
07-05-2023,Client payment received,1520.42,TXN16753,,195157,
14-08-2023,Laptop purchase,,TXN14651,ok,830943,
26-06-2023,Freelance income,84071.49,TXN56174,ok,351502,
08-03-2023,,12567.66,TXN98928,ok,709869,Vendor payment
11-06-2023,consulting income,61984.28,TXN39442,ok,577182,
04-10-2023,Freelance income,80655.63,TXN27075,,422353,
26-04-2023,Bonus received,73110.69,TXN99560,ok,164704,
19-09-2023,,48455.24,TXN28751,ok,318195,Rent payment
21-03-2023,Laptop purchase,947.67,TXN56100,ok,456305,
10-07-2023,,61893.4,TXN15970,,398605,Gym membership
07-09-2023,,59209.84,TXN56939,ok,492976,vendor payment
07-04-2023,Electricity bill,74509.13,TXN28214,ok,493343,
07-08-2023,,1867.21,TXN81329,,125106,rent payment
19-06-2023,,98577.57,TXN62909,ok,687262,freelance income
24-04-2023,bonusreceived,5669.07,TXN26338,ok,827325,
20-03-2023,Client payment received,16307.58,TXN63878,ok,587224,
20-05-2023,Mobilerecharge,75524.1,TXN43145,ok,461621,
30-10-2023,,83935.72,TXN10353,ok,747154,Office supplies
11-04-2023,Bonus received,58804.05,TXN22836,,868332,
22-05-2023,Rent payment,61490.62,TXN20076,ok,391159,
03-07-2023,Salary credited,10797.93,TXN75781,ok,749188,
03-04-2023,,18939.21,TXN52121,ok,797526,Laptop purchase
21-09-2023,,96639.59,TXN25545,ok,319357,Clientpaymentreceived
13-07-2023,,70302.79,TXN58424,ok,961859,electricity bill
30-03-2023,,,TXN44316,,719834,bonus received
19-02-2023,Laptop purchase,17351.66,TXN81654,ok,310042,
19-04-2023,,43042.92,TXN25893,,615543,Client payment received
06-10-2023,Consulting income,79711.92,TXN29819,ok,386878,
16-08-2023,Vendor payment,21207.1,TXN36951,ok,479405,
26-04-2023,Insurance premium,99824.28,TXN91289,ok,546217,
28-09-2023,office supplies,56994.97,TXN42738,ok,960883,
28-06-2023,,56820.02,TXN99552,ok,777866,Rent payment
14-12-2023,Netflixsubscription,69322.88,TXN64088,,974973,
04-02-2023,Internet bill,75735.77,TXN41715,ok,963730,
19-06-2023,Netflix subscription,23621.99,TXN21529,,103242,
17-11-2023,,13218.99,TXN96839,,862749,Electricity bill
16-02-2023,Officesupplies,6993.35,TXN54369,,842372,
01-02-2023,Uber ride,19596.79,TXN55906,ok,268416,
26-10-2023,Rent payment,58994.93,TXN98001,ok,293674,
02-02-2023,Laptop purchase,72497.09,TXN40442,,823565,
09-08-2023,gym membership,17154.49,TXN61151,ok,640847,
11-02-2023,,36617.52,TXN48500,,657703,Laptop purchase
09-09-2023,Clientpaymentreceived,7060.55,TXN89395,ok,974365,
31-05-2023,,3970.39,TXN49583,,299885,Laptoppurchase
25-06-2023,Internet bill,53659.99,TXN71391,,472510,
12-10-2023,Insurance premium,12761.66,TXN25355,ok,157218,
27-10-2023,Freelance income,98128.7,TXN42832,,162701,
09-07-2023,,,TXN71091,ok,321004,Office supplies
10-01-2023,Rent payment,13533.13,TXN25753,ok,977426,
17-07-2023,Electricity bill,82059.42,TXN32544,ok,541074,
21-02-2023,,12819.74,TXN93371,ok,612286,Insurancepremium
14-06-2023,,57835.15,TXN69675,ok,470900,Electricity bill
06-08-2023,amazon order,26071.92,TXN40739,ok,357422,
28-11-2023,Salary credited,33513.5,TXN36612,ok,691605,
14-06-2023,Internet bill,76643.27,TXN59373,ok,323099,
22-02-2023,Gym membership,96810.67,TXN74690,,692840,
13-02-2023,Bonus received,87479.42,TXN64428,ok,622227,
07-03-2023,,34600.66,TXN90153,,719366,consulting income
21-08-2023,Gym membership,96712.23,TXN38877,ok,876631,
05-09-2023,,38820.66,TXN83323,ok,788017,Uber ride
19-05-2023,Office supplies,89695.12,TXN21026,ok,664029,
21-01-2023,,49930.8,TXN68283,ok,792530,Gymmembership
07-10-2023,Loan EMI,81984.11,TXN30929,ok,543418,
22-02-2023,Vendor payment,95490.92,TXN99535,,633656,
01-08-2023,Netflix subscription,59874.93,TXN83664,ok,169789,
07-09-2023,,2812.83,TXN30729,ok,814837,Amazonorder
08-05-2023,Insurance premium,65845.32,TXN24534,ok,594152,
19-08-2023,Consulting income,,TXN69752,ok,505006,
05-11-2023,,21774.75,TXN79961,,891347,Rent payment
31-07-2023,,44297.39,TXN93557,ok,617142,salary credited
20-08-2023,Office supplies,73099.73,TXN31541,,506532,
22-04-2023,Mobile recharge,89489.65,TXN33139,ok,409046,
13-01-2023,Loan EMI,73330.38,TXN95336,,469725,
31-12-2023,netflix subscription,4901.53,TXN72444,ok,396182,
03-12-2023,Amazon order,51072.63,TXN53386,ok,410958,
25-04-2023,Consulting income,73903.05,TXN24923,,376038,
19-11-2023,,12166.27,TXN19572,,965308,Loan EMI
19-10-2023,Clientpaymentreceived,49108.94,TXN25270,ok,559856,
16-01-2023,Rent payment,38351.13,TXN34638,ok,252468,
26-06-2023,Laptoppurchase,,TXN64371,ok,421815,
14-02-2023,,,TXN89587,,636018,rent payment
19-03-2023,Uber ride,80221.71,TXN75804,ok,921083,
28-12-2023,Vendor payment,14681.88,TXN76795,ok,702064,
06-02-2023,,59045.88,TXN76546,,278484,Rentpayment
27-06-2023,Loan EMI,25513.69,TXN58549,ok,672288,
02-03-2023,consulting income,14754.99,TXN74372,ok,507850,
13-01-2023,,61030.14,TXN69307,,414332,Loan EMI
30-08-2023,Vendor payment,47671.6,TXN45581,,953343,
12-06-2023,,49735.68,TXN14246,ok,116891,Amazon order
02-08-2023,Insurance premium,78070.28,TXN58457,ok,125229,
16-04-2023,,59978.51,TXN32891,ok,452061,Freelance income
30-09-2023,,19040.22,TXN96368,ok,566326,Uber ride
11-07-2023,,81905.99,TXN67522,,188238,Client payment received
20-06-2023,,75523.58,TXN25442,ok,608247,salary credited
12-01-2023,,54468.87,TXN45322,,234494,Laptop purchase
20-05-2023,Salary credited,61135.92,TXN64900,,396915,
12-02-2023,Electricity bill,93591.25,TXN80566,,410475,
18-12-2023,Laptop purchase,94925.15,TXN21845,,814673,
27-04-2023,loanemi,67787.85,TXN97352,ok,761616,
16-09-2023,uber ride,79736.08,TXN43140,,781971,
12-03-2023,,98896.83,TXN40071,ok,193714,Salary credited
22-01-2023,,25329.79,TXN83288,ok,262897,Client payment received
02-07-2023,,82574.84,TXN40527,,804729,Netflix subscription
18-05-2023,Office supplies,79977.39,TXN20775,,113867,
27-11-2023,mobile recharge,33560.21,TXN38399,,548660,
05-08-2023,,26928.55,TXN92316,,504787,salary credited
25-01-2023,Office supplies,55373.77,TXN19546,,106928,
08-01-2023,amazon order,1605.49,TXN60770,ok,686327,
28-11-2023,,,TXN76101,ok,616570,laptop purchase
22-10-2023,,16410.7,TXN61815,,379595,mobile recharge
02-02-2023,vendor payment,58831.08,TXN38569,ok,502197,
16-02-2023,Uber ride,63491.2,TXN94308,ok,975195,
11-03-2023,,56421.09,TXN27831,ok,232342,Insurance premium
25-04-2023,Consulting income,4158.36,TXN66987,ok,196804,
21-11-2023,Amazon order,95241.44,TXN80897,,168390,
22-06-2023,gym membership,,TXN92496,,847395,
10-07-2023,Uber ride,45896.93,TXN59345,ok,593139,
15-06-2023,Laptop purchase,36980.29,TXN10632,ok,654070,
21-12-2023,internet bill,63844.38,TXN19448,,927115,
27-04-2023,salary credited,76456.67,TXN24079,,314305,
12-01-2023,salary credited,96092.82,TXN93923,,921454,
19-07-2023,Insurance premium,97188.86,TXN66371,ok,977341,
06-11-2023,Uberride,76640.9,TXN58843,ok,267081,
23-08-2023,Mobile recharge,46427.42,TXN50418,,717514,
04-01-2023,Mobile recharge,52119.19,TXN64074,ok,166790,
15-10-2023,Uber ride,61586.58,TXN67976,ok,661652,
04-03-2023,Internet bill,13708.51,TXN87671,,750251,
08-05-2023,,8973.28,TXN53901,ok,635905,Loan EMI
07-06-2023,Amazonorder,22023.3,TXN96679,ok,117836,
23-03-2023,,54069.34,TXN90127,ok,951279,Vehicle purchase
17-08-2023,rent payment,78832.61,TXN42993,ok,636107,
08-01-2023,Bonus received,31427.01,TXN85632,,553567,
11-01-2023,vendor payment,72160.69,TXN67302,ok,832102,
10-10-2023,Bonusreceived,43427.15,TXN28211,,698793,
01-10-2023,Internet bill,63231.34,TXN10831,ok,811633,
12-07-2023,Bonus received,96905.27,TXN93331,ok,231028,
14-10-2023,LoanEMI,63721.65,TXN88127,ok,617499,
21-04-2023,internet bill,13104.73,TXN30979,ok,674881,
08-05-2023,Freelance income,19213.02,TXN32943,,422782,
26-05-2023,Netflix subscription,5311.8,TXN59567,ok,469479,
13-03-2023,,80211.02,TXN24195,ok,767102,Client payment received
14-10-2023,Electricity bill,3152.18,TXN72311,ok,312537,
04-08-2023,internet bill,45455.88,TXN17904,,905886,
09-12-2023,Vehicle purchase,3428.15,TXN62507,,598865,
01-03-2023,Laptop purchase,79351.69,TXN50520,ok,796524,
10-05-2023,internet bill,57743.61,TXN21306,,374534,
17-06-2023,Laptop purchase,3542.16,TXN20969,,558779,
15-11-2023,,,TXN39126,,935988,Gym membership
18-04-2023,Netflix subscription,51214.36,TXN39041,ok,639256,
10-05-2023,,,TXN98582,ok,614940,Laptop purchase
22-09-2023,,13329.97,TXN81324,,715658,Amazon order
12-01-2023,Vendor payment,24446.27,TXN44057,ok,310974,
16-09-2023,Loan EMI,,TXN83788,ok,236924,
05-12-2023,,29226.37,TXN47867,ok,820313,Rent payment
25-12-2023,salary credited,83777.47,TXN27746,ok,733584,
08-08-2023,Uber ride,,TXN54023,,269311,
08-06-2023,,79015.03,TXN68212,ok,265420,Laptoppurchase
11-12-2023,Insurancepremium,38194.57,TXN58120,ok,587191,
22-01-2023,Consultingincome,16753.97,TXN63302,,116525,
17-06-2023,laptop purchase,,TXN52488,ok,421276,
10-06-2023,Office supplies,91082.41,TXN80201,ok,543953,
13-07-2023,Insurance premium,45983.62,TXN79891,ok,866827,
17-08-2023,,8588.27,TXN70091,,499657,Vendor payment
27-04-2023,Electricity bill,98871.8,TXN82228,ok,490274,
16-03-2023,Uber ride,54500.94,TXN84125,,397694,
17-02-2023,,80462.7,TXN37485,,471377,Bonus received
12-05-2023,Netflixsubscription,45062.24,TXN65978,ok,777049,
14-03-2023,,76767.06,TXN75585,ok,342991,Internet bill
01-03-2023,Freelanceincome,870.89,TXN71190,,676380,
02-09-2023,Netflix subscription,21604.54,TXN88723,,849387,
25-01-2023,Gym membership,35367.17,TXN31635,,663538,
06-08-2023,Uber ride,37444.27,TXN74216,ok,509618,
25-03-2023,Internet bill,27492.92,TXN55699,ok,600828,
22-12-2023,Rentpayment,36209.68,TXN74484,ok,739262,
24-08-2023,insurance premium,9470.7,TXN60352,ok,528458,
06-03-2023,,33302.04,TXN45721,,679346,bonus received
06-11-2023,Electricity bill,94448.36,TXN54749,,595481,
07-03-2023,Freelance income,17996.6,TXN53413,ok,882291,
06-05-2023,salary credited,8184.64,TXN53444,,547667,
11-12-2023,Loan EMI,79399.21,TXN87752,ok,426524,
16-11-2023,,69795.36,TXN93218,,131498,Vehicle purchase
05-12-2023,,34856.07,TXN93625,ok,990575,Gym membership
14-07-2023,,58620.79,TXN70726,ok,623750,Mobile recharge
10-12-2023,freelance income,61633.05,TXN28683,ok,299709,
16-03-2023,Vehicle purchase,18288.31,TXN19882,ok,520972,
28-06-2023,Amazon order,70181.03,TXN65614,,772529,
21-08-2023,,59189.43,TXN73012,ok,788363,Electricity bill
24-06-2023,Laptop purchase,99848.43,TXN55249,,824337,
23-09-2023,Laptop purchase,,TXN19862,ok,463115,
24-01-2023,Netflix subscription,15307.23,TXN70826,ok,790754,
29-10-2023,,92487.82,TXN98104,ok,790633,Insurancepremium
26-03-2023,Freelance income,35910.92,TXN21344,ok,811951,
23-04-2023,Client payment received,54414.93,TXN17952,ok,902009,
12-09-2023,Gymmembership,83910.77,TXN27923,ok,882685,
25-02-2023,,,TXN40789,ok,265846,client payment received
20-04-2023,,78473.34,TXN27728,ok,124892,Consulting income
22-10-2023,Clientpaymentreceived,24268.29,TXN46125,ok,916130,
03-02-2023,Vehiclepurchase,76881.36,TXN66710,,368275,
09-02-2023,salary credited,44645.29,TXN45002,ok,555871,
03-12-2023,laptop purchase,43092.93,TXN99883,ok,856477,
19-12-2023,Client payment received,20121.36,TXN11320,ok,739825,
21-06-2023,,,TXN94312,ok,178579,Clientpaymentreceived
25-01-2023,,50052.99,TXN40364,ok,278172,Bonus received
30-11-2023,Freelance income,8740.29,TXN89938,,191290,
04-07-2023,Client payment received,22240.4,TXN87961,ok,624398,
04-10-2023,Salary credited,24535.43,TXN27703,ok,322451,
21-10-2023,Loan EMI,60498.77,TXN60607,ok,779197,
28-04-2023,,11051.68,TXN44119,ok,134529,mobilerecharge
13-05-2023,Mobile recharge,,TXN43728,ok,729728,
24-06-2023,Gym membership,9481.6,TXN61497,ok,664405,
07-02-2023,Freelance income,13685.57,TXN87023,ok,565296,
27-08-2023,Office supplies,93439.37,TXN86309,ok,941902,
28-09-2023,Uber ride,85325.16,TXN12158,ok,983994,
01-06-2023,electricity bill,83870.28,TXN74408,ok,686114,
27-10-2023,Electricity bill,84434.03,TXN23621,ok,920849,
30-11-2023,,81112.08,TXN19305,,848274,vehicle purchase
03-12-2023,vendor payment,96431.8,TXN16408,,112520,
29-10-2023,Freelance income,52835.22,TXN43654,ok,529359,
12-10-2023,,25453.59,TXN64618,ok,133103,Netflix subscription
13-08-2023,Netflix subscription,3523.31,TXN67905,,985901,
29-12-2023,vehiclepurchase,51268.69,TXN68660,,520337,
16-08-2023,,40320.67,TXN43704,ok,633440,Client payment received
05-08-2023,,89301.21,TXN55803,ok,852866,Uber ride
12-01-2023,,69843.56,TXN35267,ok,470406,Netflix subscription
16-03-2023,Uber ride,73402.17,TXN18417,ok,313484,
22-07-2023,freelance income,,TXN31804,,396292,
18-11-2023,,38665.26,TXN42745,ok,572879,Uber ride
19-01-2023,,94512.22,TXN70181,ok,403231,Vehicle purchase
23-07-2023,Electricity bill,79254.55,TXN69519,ok,428053,
12-07-2023,Vehiclepurchase,,TXN82557,ok,124318,
23-09-2023,Salary credited,59729.57,TXN90777,,774611,
30-01-2023,vendor payment,49274.58,TXN74498,ok,940324,
31-03-2023,laptop purchase,75820.28,TXN32098,,688130,
11-08-2023,,4288.3,TXN30247,ok,819388,Laptop purchase
30-01-2023,Netflix subscription,17568.27,TXN95791,ok,691610,
01-08-2023,,32802.54,TXN62560,,143671,Laptop purchase
03-05-2023,,,TXN87417,ok,546130,Gym membership
11-07-2023,Mobile recharge,37082.46,TXN53162,ok,266335,
24-05-2023,Loan EMI,40542.02,TXN64710,ok,413481,
05-01-2023,Consulting income,33346.79,TXN81840,,288441,
19-01-2023,Office supplies,18929.44,TXN16304,ok,463457,
23-03-2023,Netflix subscription,70368.7,TXN27282,,722247,
10-09-2023,Insurance premium,39958.06,TXN36060,,473175,
25-10-2023,,,TXN57280,ok,241497,Gym membership
27-08-2023,Laptop purchase,91711.49,TXN51401,ok,759919,
01-01-2023,laptop purchase,15376.75,TXN32437,ok,293822,
18-10-2023,,,TXN42056,ok,119547,Freelance income
22-07-2023,insurancepremium,60031.05,TXN77084,ok,582831,
09-11-2023,Client payment received,10712.19,TXN53216,ok,512111,
22-01-2023,Office supplies,98884.48,TXN75473,ok,599495,
16-08-2023,Gymmembership,4150.74,TXN80897,ok,330105,
27-08-2023,,,TXN92625,ok,983263,Insurance premium
14-01-2023,Bonus received,83434.29,TXN87779,ok,360813,
30-03-2023,,38051.67,TXN98333,ok,249237,Insurance premium
09-02-2023,,26344.8,TXN80244,ok,498410,Mobile recharge
03-10-2023,,73970.8,TXN30221,ok,348794,Bonus received
12-10-2023,,62776.19,TXN44435,ok,968162,internet bill
13-12-2023,Vendor payment,40852.31,TXN64494,ok,490325,
13-02-2023,,11758.43,TXN99809,ok,262035,Uber ride
31-12-2023,gym membership,59408.53,TXN86982,ok,859800,
04-12-2023,Vendor payment,19523.25,TXN99082,ok,602310,
29-10-2023,,77887.37,TXN19179,ok,240876,Internet bill
13-06-2023,Insurance premium,77811.53,TXN61028,ok,698239,
10-01-2023,Laptop purchase,9638.89,TXN60242,,290170,
22-06-2023,,26395.85,TXN34050,ok,191871,Rent payment
06-11-2023,Client payment received,29220.07,TXN62964,,307346,
29-04-2023,Electricity bill,17961.49,TXN60854,ok,815186,
06-08-2023,Rent payment,20292.64,TXN64001,,293430,
12-02-2023,Gym membership,29544.92,TXN64136,ok,311673,
11-11-2023,,29798.94,TXN43719,ok,649847,uber ride
12-03-2023,office supplies,5133.89,TXN97339,ok,562538,
20-07-2023,,66794.81,TXN12965,ok,215169,Salary credited
22-10-2023,Client payment received,57014.01,TXN32207,ok,359357,
10-07-2023,Vehicle purchase,16428.08,TXN94674,ok,293928,
17-10-2023,Freelance income,63013.93,TXN94898,ok,870162,
01-05-2023,Electricity bill,61879.84,TXN49272,,297776,
01-04-2023,,55347.32,TXN57969,ok,348209,vendorpayment
15-11-2023,Bonus received,29869.05,TXN18252,ok,759570,
31-12-2023,Netflixsubscription,57630.9,TXN28993,ok,935447,
22-12-2023,,34172.11,TXN47443,,817249,gymmembership
31-12-2023,,32145.3,TXN76388,ok,607362,Laptop purchase
18-05-2023,,54627.25,TXN38651,,514150,Vendor payment
07-08-2023,Amazon order,42016.54,TXN69276,ok,665572,
20-04-2023,Loan EMI,75649.67,TXN46083,,290577,
24-05-2023,,39558.3,TXN28829,ok,168915,Client payment received
20-05-2023,,7568.45,TXN80288,ok,787205,Uber ride
25-03-2023,laptop purchase,68998.36,TXN76368,ok,177087,
30-11-2023,Electricity bill,85178.6,TXN29866,ok,707944,
23-04-2023,Amazon order,66179.38,TXN79019,ok,849615,
18-02-2023,,24418.91,TXN24555,ok,799901,Salary credited
12-03-2023,Consulting income,46228.49,TXN85143,ok,118603,
25-02-2023,Mobile recharge,27686.23,TXN49492,ok,522663,
26-08-2023,,18441.25,TXN86259,ok,488895,Netflix subscription
04-01-2023,Loan EMI,82564.8,TXN94743,ok,767932,
28-04-2023,Gym membership,51009.22,TXN86197,ok,536174,
13-12-2023,Internetbill,65992.19,TXN54272,ok,525826,
20-07-2023,,41810.42,TXN25557,ok,595722,amazon order
10-03-2023,Vehicle purchase,6904.46,TXN26134,ok,830724,
05-06-2023,Officesupplies,10201.51,TXN13916,ok,989912,
04-01-2023,,81951.83,TXN62635,ok,743638,Electricity bill
25-05-2023,Mobile recharge,4397.29,TXN50716,,809830,
16-07-2023,,97899.46,TXN11393,ok,103346,Laptop purchase
27-06-2023,,53867.55,TXN53402,ok,777203,Gym membership
19-03-2023,Gymmembership,77775.35,TXN23715,ok,825080,
07-09-2023,Office supplies,19033.26,TXN60256,ok,258002,
17-03-2023,Client payment received,62710.06,TXN95333,ok,443798,
26-02-2023,,97550.29,TXN31112,ok,716352,Amazon order
